review_id,user_id,med_id,rating,review_text,timestamp
REV00367,U0133,M016,3.5,Worked very well. Rating: 3.5,2024-04-09
REV00368,U0118,M002,3.6,Worked very well. Rating: 3.6,2024-04-07
REV00369,U0080,M009,3.6,Great relief. Rating: 3.6,2024-08-17
REV00370,U0141,M020,4.4,Great relief. Rating: 4.4,2024-01-01
REV00371,U0114,M024,4.0,Excellent medication. Rating: 4.0,2024-09-30
REV00372,U0033,M025,2.7,Average results. Rating: 2.7,2024-04-25
REV00373,U0178,M027,3.7,Excellent medication. Rating: 3.7,2024-08-28
REV00374,U0083,M003,4.1,Highly recommend. Rating: 4.1,2024-11-07
REV00375,U0177,M018,4.8,Excellent medication. Rating: 4.8,2024-07-01
REV00376,U0124,M023,4.3,Excellent medication. Rating: 4.3,2024-05-02
REV00377,U0152,M012,4.4,No side effects. Rating: 4.4,2024-02-10
REV00378,U0091,M013,3.7,Great relief. Rating: 3.7,2024-04-08
REV00379,U0143,M026,4.1,Excellent medication. Rating: 4.1,2024-06-30
REV00380,U0001,M012,3.8,No side effects. Rating: 3.8,2024-06-26
REV00381,U0083,M029,3.4,Mild side effects. Rating: 3.4,2024-08-19
REV00382,U0070,M023,3.7,Great relief. Rating: 3.7,2024-11-13
REV00383,U0171,M004,3.1,Not very effective. Rating: 3.1,2024-07-22
REV00384,U0166,M016,4.4,Excellent medication. Rating: 4.4,2024-08-30
REV00385,U0063,M029,4.6,No side effects. Rating: 4.6,2024-01-07
REV00386,U0082,M029,3.8,Great relief. Rating: 3.8,2024-06-08
REV00387,U0195,M008,4.4,Excellent medication. Rating: 4.4,2024-11-05
REV00388,U0039,M006,4.3,No side effects. Rating: 4.3,2024-02-11
REV00389,U0151,M013,3.9,Worked very well. Rating: 3.9,2024-07-20
REV00390,U0197,M024,3.6,Worked very well. Rating: 3.6,2024-01-21
REV00391,U0142,M013,3.9,No side effects. Rating: 3.9,2024-12-16
REV00392,U0161,M023,4.8,Great relief. Rating: 4.8,2024-01-11
REV00393,U0039,M013,3.1,Mild side effects. Rating: 3.1,2024-06-13
REV00394,U0156,M023,2.8,Took time to work. Rating: 2.8,2024-06-22
REV00395,U0178,M014,5.0,Great relief. Rating: 5.0,2024-12-29
REV00396,U0053,M028,5.0,No side effects. Rating: 5.0,2024-04-14
REV00397,U0034,M007,3.6,Highly recommend. Rating: 3.6,2024-01-29
REV00398,U0155,M015,2.9,Took time to work. Rating: 2.9,2024-06-02
REV00399,U0014,M025,3.8,No side effects. Rating: 3.8,2024-08-09
REV00400,U0011,M017,4.0,Highly recommend. Rating: 4.0,2024-11-05
REV00401,U0153,M006,1.0,Mild side effects. Rating: 1.0,2024-01-22
REV00402,U0154,M023,2.7,Mild side effects. Rating: 2.7,2024-11-10
REV00403,U0057,M003,5.0,Great relief. Rating: 5.0,2024-02-17
REV00404,U0175,M028,4.9,Worked very well. Rating: 4.9,2024-03-15
REV00405,U0086,M018,4.2,Excellent medication. Rating: 4.2,2024-05-21
REV00406,U0087,M018,2.9,Not very effective. Rating: 2.9,2024-01-25
REV00407,U0048,M022,2.8,Took time to work. Rating: 2.8,2024-03-02
REV00408,U0153,M021,5.0,Excellent medication. Rating: 5.0,2024-07-25
REV00409,U0038,M001,5.0,Worked very well. Rating: 5.0,2024-06-09
REV00410,U0154,M029,4.4,Worked very well. Rating: 4.4,2024-08-28
REV00411,U0094,M023,3.3,Minor dizziness. Rating: 3.3,2024-05-22
REV00412,U0123,M024,2.8,Minor dizziness. Rating: 2.8,2024-12-23
REV00413,U0174,M029,4.1,No side effects. Rating: 4.1,2024-12-13
REV00414,U0164,M029,3.7,Worked very well. Rating: 3.7,2024-04-10
REV00415,U0100,M024,5.0,Great relief. Rating: 5.0,2024-02-07
REV00416,U0147,M011,4.6,No side effects. Rating: 4.6,2024-05-04
REV00417,U0100,M014,2.9,Average results. Rating: 2.9,2024-03-08
REV00418,U0047,M008,3.3,Average results. Rating: 3.3,2024-06-16
REV00419,U0094,M008,3.4,Mild side effects. Rating: 3.4,2024-01-07
REV00420,U0192,M013,2.5,Took time to work. Rating: 2.5,2024-02-07
REV00421,U0096,M016,3.7,Worked very well. Rating: 3.7,2024-10-11
REV00422,U0002,M007,3.0,Average results. Rating: 3.0,2024-07-17
REV00423,U0101,M008,3.5,Excellent medication. Rating: 3.5,2024-01-22
REV00424,U0102,M008,3.8,Highly recommend. Rating: 3.8,2024-08-10
REV00425,U0188,M017,4.3,Worked very well. Rating: 4.3,2024-11-24
REV00426,U0166,M021,3.0,Mild side effects. Rating: 3.0,2024-08-07
REV00427,U0151,M004,3.8,No side effects. Rating: 3.8,2024-01-06
REV00428,U0151,M002,3.9,Worked very well. Rating: 3.9,2024-10-30
REV00429,U0164,M001,4.2,Worked very well. Rating: 4.2,2024-03-14
REV00430,U0035,M001,4.2,Great relief. Rating: 4.2,2024-11-07
REV00431,U0197,M015,3.8,Worked very well. Rating: 3.8,2024-07-08
REV00432,U0120,M023,4.4,No side effects. Rating: 4.4,2024-11-01
REV00433,U0167,M027,2.5,Not very effective. Rating: 2.5,2024-04-05
REV00434,U0011,M002,5.0,Highly recommend. Rating: 5.0,2024-11-15
REV00435,U0119,M012,3.6,Worked very well. Rating: 3.6,2024-09-09
REV00436,U0170,M011,2.8,Minor dizziness. Rating: 2.8,2024-05-11
REV00437,U0036,M002,4.9,No side effects. Rating: 4.9,2024-06-12
REV00438,U0192,M018,1.2,Minor dizziness. Rating: 1.2,2024-11-05
REV00439,U0058,M017,3.6,Great relief. Rating: 3.6,2024-02-16
REV00440,U0143,M001,4.6,Excellent medication. Rating: 4.6,2024-11-18
REV00441,U0100,M012,2.3,Not very effective. Rating: 2.3,2024-11-18
REV00442,U0136,M007,3.2,Minor dizziness. Rating: 3.2,2024-05-25
REV00443,U0102,M013,5.0,Great relief. Rating: 5.0,2024-03-21
REV00444,U0153,M026,2.5,Took time to work. Rating: 2.5,2024-12-17
REV00445,U0127,M002,3.4,Not very effective. Rating: 3.4,2024-06-10
REV00446,U0098,M001,4.2,Highly recommend. Rating: 4.2,2024-04-30
REV00447,U0036,M010,4.8,Highly recommend. Rating: 4.8,2024-10-04
REV00448,U0008,M015,3.6,Highly recommend. Rating: 3.6,2024-01-06
REV00449,U0194,M014,3.2,Took time to work. Rating: 3.2,2024-07-26
REV00450,U0034,M007,5.0,Excellent medication. Rating: 5.0,2024-06-29
REV00451,U0094,M001,3.9,No side effects. Rating: 3.9,2024-02-06
REV00452,U0051,M022,3.5,Great relief. Rating: 3.5,2024-01-03
REV00453,U0109,M016,4.5,Excellent medication. Rating: 4.5,2024-02-18
REV00454,U0109,M002,4.1,Great relief. Rating: 4.1,2024-06-26
REV00455,U0034,M006,2.5,Minor dizziness. Rating: 2.5,2024-05-10
REV00456,U0020,M007,3.6,Great relief. Rating: 3.6,2024-05-05
REV00457,U0068,M002,3.1,Not very effective. Rating: 3.1,2024-12-29
REV00458,U0068,M024,3.3,Average results. Rating: 3.3,2024-07-06
REV00459,U0178,M030,4.1,Great relief. Rating: 4.1,2024-08-27
REV00460,U0014,M011,5.0,No side effects. Rating: 5.0,2024-08-23
REV00461,U0195,M021,5.0,Excellent medication. Rating: 5.0,2024-09-25
REV00462,U0137,M013,5.0,No side effects. Rating: 5.0,2024-08-10
REV00463,U0149,M007,5.0,Highly recommend. Rating: 5.0,2024-08-07
REV00464,U0100,M029,3.3,Minor dizziness. Rating: 3.3,2024-03-04
REV00465,U0183,M020,3.2,Minor dizziness. Rating: 3.2,2024-09-10
REV00466,U0161,M022,3.6,Great relief. Rating: 3.6,2024-10-13
REV00467,U0096,M022,2.6,Mild side effects. Rating: 2.6,2024-08-27
REV00468,U0198,M006,4.1,Excellent medication. Rating: 4.1,2024-05-04
REV00469,U0188,M003,5.0,Highly recommend. Rating: 5.0,2024-10-04
REV00470,U0063,M028,3.7,Great relief. Rating: 3.7,2024-01-04
REV00471,U0042,M001,4.0,Worked very well. Rating: 4.0,2024-11-04
REV00472,U0111,M016,3.4,Minor dizziness. Rating: 3.4,2024-05-03
REV00473,U0177,M023,4.2,Worked very well. Rating: 4.2,2024-11-05
REV00474,U0055,M026,5.0,Highly recommend. Rating: 5.0,2024-12-15
REV00475,U0075,M009,4.7,Highly recommend. Rating: 4.7,2024-01-21
REV00476,U0144,M030,4.8,Worked very well. Rating: 4.8,2024-03-09
REV00477,U0118,M013,3.1,Average results. Rating: 3.1,2024-11-12
REV00478,U0168,M006,5.0,No side effects. Rating: 5.0,2024-05-12
REV00479,U0160,M030,4.4,Worked very well. Rating: 4.4,2024-12-29
REV00480,U0058,M024,4.8,Worked very well. Rating: 4.8,2024-09-30
REV00481,U0035,M008,4.8,Excellent medication. Rating: 4.8,2024-12-17
REV00482,U0006,M019,2.7,Took time to work. Rating: 2.7,2024-02-18
REV00483,U0109,M020,3.8,Excellent medication. Rating: 3.8,2024-04-06
REV00484,U0195,M026,5.0,Worked very well. Rating: 5.0,2024-03-30
REV00485,U0077,M016,3.0,Took time to work. Rating: 3.0,2024-12-03
REV00486,U0155,M019,3.7,Excellent medication. Rating: 3.7,2024-09-25
REV00487,U0085,M027,4.6,Highly recommend. Rating: 4.6,2024-06-13
REV00488,U0085,M027,4.9,Excellent medication. Rating: 4.9,2024-05-17
REV00489,U0015,M030,3.6,Highly recommend. Rating: 3.6,2024-08-14
REV00490,U0112,M019,3.3,Minor dizziness. Rating: 3.3,2024-12-19
REV00491,U0057,M004,3.5,No side effects. Rating: 3.5,2024-01-16
REV00492,U0184,M027,3.6,Excellent medication. Rating: 3.6,2024-07-20
REV00493,U0173,M005,4.5,Worked very well. Rating: 4.5,2024-04-04
REV00494,U0161,M024,1.0,Average results. Rating: 1.0,2024-03-18
REV00495,U0120,M007,4.8,Highly recommend. Rating: 4.8,2024-04-14
REV00496,U0107,M029,3.2,Mild side effects. Rating: 3.2,2024-09-16
REV00497,U0103,M030,3.7,Highly recommend. Rating: 3.7,2024-06-01
REV00498,U0008,M030,3.6,Highly recommend. Rating: 3.6,2024-08-14
REV00499,U0061,M013,5.0,Excellent medication. Rating: 5.0,2024-01-18
REV00500,U0158,M011,3.8,Great relief. Rating: 3.8,2024-03-27
