interaction_id,user_id,med_id,rating,timestamp
INT00607,U0060,M016,4.0,2024-09-09
INT00608,U0181,M023,3.8,2024-11-06
INT00609,U0054,M001,4.3,2024-07-21
INT00610,U0029,M028,5.0,2024-05-22
INT00611,U0146,M017,2.8,2024-12-03
INT00612,U0190,M019,3.8,2024-12-10
INT00613,U0175,M020,3.5,2024-03-06
INT00614,U0191,M003,3.7,2024-03-06
INT00615,U0067,M030,3.3,2024-09-24
INT00616,U0187,M026,3.6,2024-05-20
INT00617,U0050,M028,2.7,2024-12-20
INT00618,U0174,M018,1.6,2024-11-10
INT00619,U0065,M022,3.0,2024-08-06
INT00620,U0165,M022,3.5,2024-11-28
INT00621,U0014,M028,4.6,2024-07-27
INT00622,U0071,M004,3.5,2024-12-14
INT00623,U0133,M015,2.8,2024-01-23
INT00624,U0185,M008,3.8,2024-01-25
INT00625,U0072,M030,3.0,2024-01-03
INT00626,U0101,M007,4.2,2024-06-20
INT00627,U0021,M029,3.6,2024-04-25
INT00628,U0177,M014,3.7,2024-02-08
INT00629,U0064,M007,4.2,2024-11-16
INT00630,U0161,M004,4.4,2024-01-15
INT00631,U0123,M014,4.2,2024-11-16
INT00632,U0086,M027,2.8,2024-05-08
INT00633,U0064,M004,1.8,2024-01-28
INT00634,U0086,M017,4.1,2024-05-01
INT00635,U0019,M025,3.1,2024-02-18
INT00636,U0161,M015,3.3,2024-10-23
INT00637,U0032,M003,5.0,2024-07-12
INT00638,U0081,M029,3.5,2024-12-21
INT00639,U0017,M026,5.0,2024-08-14
INT00640,U0015,M010,5.0,2024-11-08
INT00641,U0161,M014,4.9,2024-10-13
INT00642,U0014,M010,4.3,2024-07-14
INT00643,U0103,M004,3.2,2024-11-02
INT00644,U0169,M020,3.2,2024-01-06
INT00645,U0117,M013,3.0,2024-11-13
INT00646,U0159,M004,4.0,2024-06-22
INT00647,U0167,M022,4.0,2024-06-17
INT00648,U0151,M007,2.9,2024-02-25
INT00649,U0027,M001,3.6,2024-04-09
INT00650,U0147,M005,3.6,2024-11-22
INT00651,U0131,M009,3.2,2024-11-13
INT00652,U0114,M006,4.5,2024-05-04
INT00653,U0036,M026,4.2,2024-10-26
INT00654,U0112,M017,3.9,2024-11-29
INT00655,U0194,M012,3.2,2024-03-15
INT00656,U0038,M016,5.0,2024-06-07
INT00657,U0155,M011,3.3,2024-09-22
INT00658,U0151,M022,5.0,2024-12-13
INT00659,U0038,M002,3.9,2024-10-13
INT00660,U0014,M014,5.0,2024-06-25
INT00661,U0051,M007,3.5,2024-02-05
INT00662,U0088,M007,3.4,2024-12-07
INT00663,U0122,M023,3.5,2024-12-20
INT00664,U0085,M028,3.0,2024-10-23
INT00665,U0145,M011,3.2,2024-03-24
INT00666,U0027,M015,3.2,2024-01-22
INT00667,U0127,M008,4.8,2024-12-20
INT00668,U0059,M015,3.2,2024-11-15
INT00669,U0055,M008,2.4,2024-06-18
INT00670,U0190,M013,4.0,2024-04-15
INT00671,U0103,M006,3.8,2024-01-06
INT00672,U0019,M012,3.7,2024-01-16
INT00673,U0143,M004,4.3,2024-11-19
INT00674,U0150,M030,4.5,2024-07-03
INT00675,U0012,M001,4.0,2024-04-22
INT00676,U0068,M024,4.4,2024-03-30
INT00677,U0087,M028,3.3,2024-01-12
INT00678,U0046,M027,3.6,2024-05-14
INT00679,U0026,M001,4.0,2024-12-01
INT00680,U0029,M011,3.4,2024-04-17
INT00681,U0079,M015,3.9,2024-12-04
INT00682,U0044,M017,5.0,2024-11-15
INT00683,U0112,M029,3.7,2024-03-07
INT00684,U0049,M007,3.4,2024-09-29
INT00685,U0097,M023,3.0,2024-11-21
INT00686,U0063,M030,4.6,2024-01-24
INT00687,U0196,M020,2.5,2024-05-30
INT00688,U0039,M011,3.0,2024-05-06
INT00689,U0014,M021,4.3,2024-09-17
INT00690,U0150,M029,2.2,2024-09-07
INT00691,U0054,M024,4.6,2024-12-05
INT00692,U0158,M003,4.2,2024-03-26
INT00693,U0131,M013,3.8,2024-09-17
INT00694,U0096,M016,2.6,2024-09-22
INT00695,U0119,M006,3.5,2024-12-21
INT00696,U0124,M023,4.5,2024-09-10
INT00697,U0122,M009,2.8,2024-10-25
INT00698,U0167,M002,3.2,2024-04-16
INT00699,U0057,M029,4.3,2024-07-21
INT00700,U0056,M010,5.0,2024-08-05
INT00701,U0097,M019,4.6,2024-05-10
INT00702,U0141,M003,5.0,2024-03-09
INT00703,U0193,M003,3.5,2024-04-27
INT00704,U0150,M002,4.7,2024-08-26
INT00705,U0132,M020,3.3,2024-08-09
INT00706,U0105,M012,4.6,2024-09-11
INT00707,U0082,M009,3.4,2024-04-29
INT00708,U0068,M021,4.1,2024-02-08
INT00709,U0092,M029,5.0,2024-09-19
INT00710,U0140,M021,4.6,2024-02-10
INT00711,U0071,M030,3.9,2024-07-03
INT00712,U0010,M018,4.2,2024-04-12
INT00713,U0086,M007,3.5,2024-12-15
INT00714,U0071,M007,3.3,2024-12-27
INT00715,U0155,M005,5.0,2024-10-05
INT00716,U0067,M001,3.8,2024-06-02
INT00717,U0073,M027,2.3,2024-07-26
INT00718,U0149,M025,5.0,2024-12-01
INT00719,U0004,M016,2.4,2024-03-17
INT00720,U0102,M008,1.8,2024-04-26
INT00721,U0186,M024,3.9,2024-10-27
INT00722,U0142,M025,4.4,2024-08-27
INT00723,U0185,M027,2.4,2024-06-09
INT00724,U0049,M014,4.1,2024-12-23
INT00725,U0107,M007,2.3,2024-01-16
INT00726,U0096,M005,4.4,2024-10-22
INT00727,U0033,M010,3.9,2024-12-03
INT00728,U0091,M011,3.8,2024-04-25
INT00729,U0108,M014,3.5,2024-12-19
INT00730,U0138,M010,3.1,2024-06-15
INT00731,U0151,M001,3.6,2024-03-12
INT00732,U0040,M011,3.7,2024-10-17
INT00733,U0162,M026,2.9,2024-07-19
INT00734,U0098,M007,3.1,2024-07-19
INT00735,U0017,M018,3.1,2024-06-17
INT00736,U0146,M015,4.4,2024-11-23
INT00737,U0078,M003,4.4,2024-03-31
INT00738,U0009,M027,4.9,2024-12-18
INT00739,U0155,M016,4.3,2024-07-16
INT00740,U0073,M007,3.9,2024-04-29
INT00741,U0075,M022,2.9,2024-07-07
INT00742,U0133,M001,3.7,2024-03-28
INT00743,U0084,M028,4.5,2024-02-26
INT00744,U0034,M018,3.4,2024-08-02
INT00745,U0123,M024,5.0,2024-04-15
INT00746,U0034,M028,4.6,2024-04-15
INT00747,U0080,M014,4.3,2024-03-22
INT00748,U0155,M019,2.7,2024-06-07
INT00749,U0151,M007,2.6,2024-05-21
INT00750,U0052,M001,3.8,2024-03-14
INT00751,U0115,M003,4.3,2024-05-06
INT00752,U0135,M011,2.8,2024-10-18
INT00753,U0126,M015,3.6,2024-02-16
INT00754,U0074,M021,3.9,2024-08-21
INT00755,U0089,M023,4.6,2024-07-19
INT00756,U0157,M027,2.6,2024-03-30
INT00757,U0107,M008,4.3,2024-08-09
INT00758,U0118,M013,4.8,2024-12-03
INT00759,U0047,M023,3.1,2024-01-23
INT00760,U0062,M029,3.5,2024-03-21
INT00761,U0071,M029,3.3,2024-02-04
INT00762,U0179,M024,3.3,2024-04-21
INT00763,U0127,M014,4.8,2024-07-07
INT00764,U0020,M025,3.8,2024-02-23
INT00765,U0130,M025,4.0,2024-03-25
INT00766,U0065,M007,3.0,2024-09-16
INT00767,U0012,M015,4.9,2024-12-11
INT00768,U0192,M015,4.0,2024-07-14
INT00769,U0088,M024,3.4,2024-01-20
INT00770,U0003,M009,4.1,2024-02-28
INT00771,U0182,M030,4.6,2024-08-25
INT00772,U0125,M015,4.7,2024-02-04
INT00773,U0022,M018,3.1,2024-08-12
INT00774,U0036,M016,2.7,2024-05-22
INT00775,U0042,M006,4.4,2024-03-31
INT00776,U0076,M004,2.9,2024-09-30
INT00777,U0190,M013,4.4,2024-01-06
INT00778,U0174,M009,4.8,2024-03-19
INT00779,U0113,M012,4.4,2024-12-11
INT00780,U0137,M007,4.9,2024-08-14
INT00781,U0179,M002,4.6,2024-11-24
INT00782,U0170,M023,2.5,2024-12-03
INT00783,U0027,M013,3.5,2024-11-02
INT00784,U0002,M002,3.0,2024-07-12
INT00785,U0197,M007,4.5,2024-05-02
INT00786,U0052,M003,3.5,2024-01-09
INT00787,U0108,M001,4.5,2024-04-08
INT00788,U0175,M022,3.8,2024-02-02
INT00789,U0057,M029,5.0,2024-12-06
INT00790,U0043,M024,4.7,2024-03-26
INT00791,U0012,M014,2.3,2024-06-14
INT00792,U0144,M021,3.7,2024-04-07
INT00793,U0160,M007,4.5,2024-08-07
INT00794,U0031,M008,3.5,2024-04-19
INT00795,U0028,M012,3.7,2024-11-30
INT00796,U0081,M001,3.9,2024-07-18
INT00797,U0055,M015,4.0,2024-05-22
INT00798,U0167,M020,5.0,2024-07-07
INT00799,U0012,M003,4.4,2024-11-02
INT00800,U0128,M004,3.3,2024-12-30
INT00801,U0138,M026,5.0,2024-03-28
INT00802,U0065,M004,3.7,2024-11-03
INT00803,U0084,M021,3.4,2024-12-21
INT00804,U0035,M011,2.7,2024-03-30
INT00805,U0163,M025,4.3,2024-12-07
INT00806,U0124,M003,3.3,2024-06-20
INT00807,U0005,M020,4.5,2024-09-18
INT00808,U0164,M024,3.3,2024-04-29
INT00809,U0129,M019,3.8,2024-01-11
INT00810,U0158,M025,3.7,2024-03-04
INT00811,U0080,M008,3.7,2024-11-13
INT00812,U0021,M002,2.5,2024-03-11
INT00813,U0096,M016,3.7,2024-04-14
INT00814,U0165,M002,4.2,2024-05-01
INT00815,U0186,M020,4.7,2024-06-17
INT00816,U0035,M009,3.7,2024-06-11
INT00817,U0165,M026,3.9,2024-07-31
INT00818,U0166,M027,2.8,2024-05-27
INT00819,U0193,M001,4.0,2024-06-24
INT00820,U0063,M007,5.0,2024-10-03
INT00821,U0014,M030,5.0,2024-12-17
INT00822,U0179,M024,2.6,2024-04-23
INT00823,U0156,M028,3.3,2024-08-14
INT00824,U0162,M001,4.3,2024-02-03
INT00825,U0126,M003,4.1,2024-03-13
INT00826,U0053,M005,3.7,2024-02-16
INT00827,U0045,M019,2.4,2024-04-14
INT00828,U0061,M017,3.4,2024-02-10
INT00829,U0110,M024,3.3,2024-04-11
INT00830,U0063,M014,3.9,2024-03-31
INT00831,U0156,M008,3.5,2024-11-21
INT00832,U0052,M009,4.8,2024-09-03
INT00833,U0021,M012,3.4,2024-08-13
INT00834,U0109,M017,4.1,2024-11-08
INT00835,U0189,M014,3.9,2024-09-03
INT00836,U0006,M025,2.3,2024-07-14
INT00837,U0110,M028,5.0,2024-06-02
INT00838,U0153,M018,4.7,2024-03-19
INT00839,U0142,M024,4.2,2024-06-05
INT00840,U0117,M010,4.5,2024-07-11
INT00841,U0144,M020,3.1,2024-08-28
INT00842,U0051,M005,3.9,2024-04-07
INT00843,U0002,M001,4.6,2024-07-10
INT00844,U0126,M013,2.8,2024-07-31
INT00845,U0102,M024,3.2,2024-11-24
INT00846,U0151,M003,4.5,2024-07-28
INT00847,U0010,M030,5.0,2024-03-24
INT00848,U0050,M025,5.0,2024-08-11
INT00849,U0066,M025,4.9,2024-09-17
INT00850,U0182,M016,3.1,2024-11-21
INT00851,U0177,M012,3.4,2024-08-05
INT00852,U0189,M008,2.7,2024-05-04
INT00853,U0123,M002,4.5,2024-12-27
INT00854,U0174,M001,3.4,2024-12-23
INT00855,U0171,M021,4.5,2024-12-14
INT00856,U0038,M009,4.7,2024-05-06
INT00857,U0155,M019,5.0,2024-01-07
INT00858,U0030,M025,3.3,2024-02-17
INT00859,U0165,M023,4.5,2024-10-27
INT00860,U0021,M017,3.4,2024-04-06
INT00861,U0109,M006,4.1,2024-06-03
INT00862,U0129,M018,3.3,2024-12-03
INT00863,U0098,M019,3.5,2024-02-15
INT00864,U0028,M021,4.6,2024-10-20
INT00865,U0199,M026,3.6,2024-04-17
INT00866,U0192,M013,4.2,2024-12-23
INT00867,U0079,M001,5.0,2024-01-01
INT00868,U0025,M003,3.7,2024-12-22
INT00869,U0107,M017,3.2,2024-08-08
INT00870,U0044,M006,4.1,2024-07-10
INT00871,U0048,M023,4.4,2024-09-14
INT00872,U0029,M015,4.5,2024-10-17
INT00873,U0055,M006,4.2,2024-04-08
INT00874,U0067,M029,5.0,2024-07-28
INT00875,U0113,M021,4.1,2024-11-21
INT00876,U0043,M003,3.6,2024-05-30
INT00877,U0022,M013,4.0,2024-01-16
INT00878,U0150,M008,4.0,2024-09-01
INT00879,U0125,M022,3.8,2024-05-16
INT00880,U0193,M001,3.7,2024-12-06
INT00881,U0150,M026,4.2,2024-09-24
INT00882,U0002,M013,3.8,2024-11-04
INT00883,U0134,M025,3.7,2024-06-21
INT00884,U0155,M014,4.7,2024-06-21
INT00885,U0095,M022,5.0,2024-05-02
INT00886,U0093,M022,1.8,2024-07-23
INT00887,U0097,M020,4.5,2024-06-18
INT00888,U0026,M001,4.1,2024-08-21
INT00889,U0179,M013,3.5,2024-03-12
INT00890,U0007,M020,2.1,2024-03-03
INT00891,U0136,M009,5.0,2024-05-07
INT00892,U0095,M015,3.4,2024-11-12
INT00893,U0176,M022,4.5,2024-12-04
INT00894,U0049,M001,3.1,2024-11-22
INT00895,U0083,M001,2.7,2024-06-15
INT00896,U0174,M015,2.6,2024-04-29
INT00897,U0156,M016,2.9,2024-02-11
INT00898,U0090,M014,4.4,2024-08-31
INT00899,U0169,M028,3.7,2024-07-16
INT00900,U0076,M020,3.5,2024-04-09
INT00901,U0183,M005,4.9,2024-09-15
INT00902,U0009,M005,2.6,2024-09-11
INT00903,U0023,M010,5.0,2024-08-27
INT00904,U0044,M029,1.5,2024-08-16
INT00905,U0030,M016,3.5,2024-04-18
INT00906,U0044,M025,3.3,2024-12-03
INT00907,U0180,M003,5.0,2024-01-15
INT00908,U0042,M030,5.0,2024-06-16
INT00909,U0099,M025,3.6,2024-12-06
INT00910,U0122,M029,5.0,2024-12-09
INT00911,U0032,M022,4.5,2024-09-08
INT00912,U0024,M026,4.5,2024-12-20
INT00913,U0086,M028,4.0,2024-11-03
INT00914,U0017,M021,4.8,2024-06-24
INT00915,U0097,M030,3.5,2024-07-14
INT00916,U0168,M021,2.5,2024-10-14
INT00917,U0112,M026,3.9,2024-05-28
INT00918,U0023,M004,4.4,2024-02-15
INT00919,U0088,M024,3.4,2024-02-29
INT00920,U0147,M012,3.5,2024-03-06
INT00921,U0081,M013,3.8,2024-02-01
INT00922,U0152,M018,3.8,2024-04-07
INT00923,U0100,M014,3.5,2024-12-13
INT00924,U0033,M017,4.5,2024-12-05
INT00925,U0155,M019,3.9,2024-10-02
INT00926,U0118,M011,4.6,2024-03-15
INT00927,U0076,M027,4.0,2024-03-16
INT00928,U0154,M010,5.0,2024-03-15
INT00929,U0192,M022,4.7,2024-01-18
INT00930,U0154,M011,2.6,2024-06-07
INT00931,U0129,M023,5.0,2024-12-27
INT00932,U0147,M016,5.0,2024-11-19
INT00933,U0056,M016,3.3,2024-01-31
INT00934,U0086,M005,5.0,2024-04-17
INT00935,U0188,M030,4.3,2024-01-27
INT00936,U0199,M006,2.6,2024-09-06
INT00937,U0187,M013,3.4,2024-03-22
INT00938,U0006,M018,5.0,2024-07-19
INT00939,U0087,M014,2.7,2024-07-19
INT00940,U0101,M003,1.6,2024-09-27
INT00941,U0187,M010,3.4,2024-12-24
INT00942,U0141,M013,5.0,2024-02-19
INT00943,U0034,M011,3.8,2024-01-28
INT00944,U0182,M010,2.7,2024-08-22
INT00945,U0168,M006,3.0,2024-09-04
INT00946,U0075,M029,3.4,2024-03-15
INT00947,U0054,M007,4.0,2024-11-29
INT00948,U0003,M012,3.3,2024-10-21
INT00949,U0027,M022,4.1,2024-07-11
INT00950,U0110,M022,2.3,2024-03-27
INT00951,U0015,M004,3.2,2024-01-27
INT00952,U0031,M017,4.5,2024-11-28
INT00953,U0087,M019,3.4,2024-07-25
INT00954,U0063,M002,4.0,2024-03-01
INT00955,U0062,M013,2.6,2024-03-29
INT00956,U0168,M024,3.9,2024-07-11
INT00957,U0199,M023,5.0,2024-02-15
INT00958,U0200,M015,3.7,2024-11-28
INT00959,U0098,M009,3.2,2024-01-06
INT00960,U0031,M004,3.2,2024-02-12
INT00961,U0032,M016,2.7,2024-04-25
INT00962,U0006,M019,2.4,2024-10-20
INT00963,U0147,M016,3.6,2024-10-30
INT00964,U0047,M013,5.0,2024-09-04
INT00965,U0166,M023,2.8,2024-02-20
INT00966,U0084,M003,4.2,2024-12-31
INT00967,U0138,M006,2.8,2024-07-20
INT00968,U0143,M027,4.5,2024-10-01
INT00969,U0136,M016,5.0,2024-10-02
INT00970,U0183,M027,4.4,2024-11-29
INT00971,U0032,M025,3.8,2024-03-01
INT00972,U0047,M028,1.7,2024-11-02
INT00973,U0178,M006,4.7,2024-06-09
INT00974,U0032,M002,3.8,2024-03-06
INT00975,U0148,M007,3.6,2024-05-11
INT00976,U0193,M002,3.5,2024-02-13
INT00977,U0032,M017,3.2,2024-03-28
INT00978,U0109,M022,5.0,2024-01-01
INT00979,U0064,M010,5.0,2024-05-30
INT00980,U0169,M018,4.4,2024-08-15
INT00981,U0036,M019,3.1,2024-06-29
INT00982,U0156,M018,3.8,2024-09-18
INT00983,U0054,M023,5.0,2024-05-01
INT00984,U0010,M007,4.7,2024-03-13
INT00985,U0077,M028,4.8,2024-11-04
INT00986,U0142,M007,2.1,2024-10-29
INT00987,U0092,M009,4.6,2024-02-08
INT00988,U0141,M009,4.6,2024-05-13
INT00989,U0098,M021,4.5,2024-02-12
INT00990,U0066,M022,3.3,2024-08-05
INT00991,U0178,M005,3.5,2024-05-17
INT00992,U0163,M023,3.7,2024-11-26
INT00993,U0050,M023,3.0,2024-09-18
INT00994,U0155,M006,4.6,2024-08-02
INT00995,U0040,M011,4.7,2024-01-14
INT00996,U0155,M008,3.8,2024-02-09
INT00997,U0070,M004,2.6,2024-07-27
INT00998,U0017,M011,3.6,2024-11-23
INT00999,U0023,M012,5.0,2024-03-15
INT01000,U0058,M009,3.1,2024-01-06
INT01001,U0026,M013,4.4,2024-02-23
INT01002,U0032,M006,3.7,2024-09-26
INT01003,U0187,M029,3.3,2024-09-07
INT01004,U0025,M017,5.0,2024-06-27
INT01005,U0180,M019,4.5,2024-11-07
INT01006,U0026,M029,3.0,2024-01-25
INT01007,U0044,M011,4.6,2024-06-25
INT01008,U0190,M022,3.5,2024-09-29
INT01009,U0142,M020,4.4,2024-10-30
INT01010,U0033,M009,3.3,2024-01-05
INT01011,U0176,M017,3.5,2024-03-14
INT01012,U0097,M019,2.7,2024-05-16
INT01013,U0014,M030,3.5,2024-12-28
INT01014,U0200,M008,1.7,2024-12-13
INT01015,U0156,M014,3.7,2024-06-30
INT01016,U0120,M017,3.3,2024-05-26
INT01017,U0071,M014,2.5,2024-04-27
INT01018,U0079,M021,3.6,2024-02-14
INT01019,U0079,M014,4.0,2024-11-20
INT01020,U0021,M003,2.3,2024-05-02
INT01021,U0024,M006,3.5,2024-05-26
INT01022,U0142,M030,3.6,2024-09-09
INT01023,U0003,M014,3.0,2024-03-10
INT01024,U0123,M016,2.1,2024-09-20
INT01025,U0176,M022,4.7,2024-07-26
INT01026,U0004,M020,3.0,2024-04-07
INT01027,U0191,M001,3.5,2024-06-25
INT01028,U0063,M024,2.6,2024-12-04
INT01029,U0136,M022,3.0,2024-03-27
INT01030,U0173,M030,3.1,2024-09-25
INT01031,U0058,M006,5.0,2024-09-20
INT01032,U0091,M002,4.5,2024-08-04
INT01033,U0127,M013,4.8,2024-06-22
INT01034,U0174,M008,5.0,2024-10-03
INT01035,U0197,M028,4.3,2024-05-30
INT01036,U0068,M007,4.3,2024-01-02
INT01037,U0189,M021,3.3,2024-06-05
INT01038,U0165,M017,3.6,2024-01-19
INT01039,U0119,M029,3.1,2024-07-01
INT01040,U0002,M020,3.2,2024-08-23
INT01041,U0085,M010,3.8,2024-04-05
INT01042,U0103,M012,3.9,2024-01-05
INT01043,U0026,M014,3.5,2024-09-20
INT01044,U0040,M014,3.8,2024-03-04
INT01045,U0125,M001,4.5,2024-04-25
INT01046,U0121,M013,4.8,2024-07-10
INT01047,U0077,M012,3.3,2024-05-17
INT01048,U0028,M015,4.0,2024-12-02
INT01049,U0113,M006,4.6,2024-01-03
INT01050,U0092,M029,4.8,2024-12-29
INT01051,U0051,M004,3.9,2024-07-21
INT01052,U0108,M024,4.0,2024-06-18
INT01053,U0009,M006,2.8,2024-12-06
INT01054,U0069,M004,2.1,2024-08-03
INT01055,U0126,M018,2.6,2024-03-06
INT01056,U0084,M025,3.8,2024-07-23
INT01057,U0129,M024,5.0,2024-07-18
INT01058,U0034,M004,3.1,2024-02-25
INT01059,U0006,M005,4.3,2024-12-16
INT01060,U0061,M002,4.6,2024-12-13
INT01061,U0088,M014,5.0,2024-08-10
INT01062,U0123,M010,3.6,2024-05-24
INT01063,U0125,M003,3.8,2024-03-19
INT01064,U0187,M017,3.2,2024-04-05
INT01065,U0064,M009,4.0,2024-12-24
INT01066,U0064,M022,2.2,2024-08-07
INT01067,U0051,M016,3.4,2024-12-24
INT01068,U0187,M017,2.4,2024-11-08
INT01069,U0047,M007,4.9,2024-11-20
INT01070,U0039,M008,3.7,2024-03-02
INT01071,U0034,M013,5.0,2024-03-15
INT01072,U0110,M001,4.4,2024-11-11
INT01073,U0052,M003,4.3,2024-09-25
INT01074,U0079,M023,3.2,2024-11-20
INT01075,U0060,M008,3.3,2024-09-18
INT01076,U0110,M021,4.6,2024-01-27
INT01077,U0078,M004,3.7,2024-06-28
INT01078,U0183,M014,4.4,2024-05-06
INT01079,U0082,M029,4.0,2024-01-27
INT01080,U0170,M024,3.9,2024-06-13
INT01081,U0055,M010,2.1,2024-02-21
INT01082,U0111,M006,4.1,2024-05-09
INT01083,U0126,M012,3.6,2024-12-08
INT01084,U0004,M022,4.1,2024-10-09
INT01085,U0198,M028,4.3,2024-07-04
INT01086,U0191,M025,4.4,2024-10-28
INT01087,U0136,M020,3.0,2024-04-17
INT01088,U0150,M013,4.6,2024-02-14
INT01089,U0028,M005,3.1,2024-01-22
INT01090,U0151,M030,3.0,2024-12-01
INT01091,U0049,M007,3.3,2024-02-08
INT01092,U0140,M020,2.1,2024-06-24
INT01093,U0078,M024,2.5,2024-09-30
INT01094,U0185,M005,4.0,2024-01-23
INT01095,U0033,M007,2.7,2024-10-13
INT01096,U0089,M029,4.4,2024-07-06
INT01097,U0115,M021,3.4,2024-02-04
INT01098,U0124,M014,2.1,2024-09-25
INT01099,U0129,M026,4.9,2024-12-22
INT01100,U0034,M010,3.9,2024-01-24
INT01101,U0145,M002,4.1,2024-07-22
INT01102,U0127,M022,2.6,2024-09-29
INT01103,U0132,M003,4.5,2024-07-15
INT01104,U0144,M025,4.9,2024-07-18
INT01105,U0103,M020,3.7,2024-03-22
INT01106,U0147,M007,4.3,2024-10-30
INT01107,U0179,M001,4.8,2024-08-21
INT01108,U0129,M023,2.8,2024-09-25
INT01109,U0067,M010,4.2,2024-05-17
INT01110,U0142,M004,3.3,2024-03-28
INT01111,U0058,M002,3.2,2024-11-23
INT01112,U0038,M029,3.7,2024-05-22
INT01113,U0035,M009,4.0,2024-05-07
INT01114,U0054,M018,3.6,2024-02-29
INT01115,U0001,M021,3.2,2024-07-07
INT01116,U0084,M003,4.7,2024-12-27
INT01117,U0141,M009,3.7,2024-11-09
INT01118,U0076,M011,3.0,2024-01-30
INT01119,U0161,M027,4.5,2024-05-23
INT01120,U0046,M009,3.8,2024-01-09
INT01121,U0138,M022,5.0,2024-10-25
INT01122,U0028,M024,3.6,2024-12-18
INT01123,U0098,M021,3.7,2024-11-05
INT01124,U0142,M007,4.9,2024-08-14
INT01125,U0057,M011,3.7,2024-07-21
INT01126,U0040,M015,4.8,2024-04-28
INT01127,U0187,M024,3.4,2024-09-02
INT01128,U0024,M016,4.0,2024-04-02
INT01129,U0118,M006,4.0,2024-10-18
INT01130,U0126,M024,3.3,2024-04-02
INT01131,U0166,M010,4.3,2024-03-31
INT01132,U0101,M022,3.9,2024-11-07
INT01133,U0049,M003,4.3,2024-08-20
INT01134,U0166,M013,4.5,2024-02-21
INT01135,U0186,M017,4.7,2024-01-07
INT01136,U0155,M004,4.8,2024-07-12
INT01137,U0099,M001,3.9,2024-11-25
INT01138,U0012,M005,3.9,2024-05-07
INT01139,U0198,M003,3.6,2024-11-03
INT01140,U0004,M026,5.0,2024-01-05
INT01141,U0028,M018,3.7,2024-12-28
INT01142,U0022,M007,3.1,2024-03-12
INT01143,U0123,M025,3.0,2024-03-24
INT01144,U0079,M011,3.5,2024-09-02
INT01145,U0040,M008,5.0,2024-11-17
INT01146,U0140,M004,4.2,2024-01-11
INT01147,U0012,M004,3.4,2024-07-31
INT01148,U0037,M001,3.7,2024-04-24
INT01149,U0007,M008,3.4,2024-12-01
INT01150,U0074,M008,4.0,2024-12-16
INT01151,U0099,M022,4.9,2024-02-27
INT01152,U0126,M006,2.8,2024-02-26
INT01153,U0058,M004,4.4,2024-02-09
INT01154,U0158,M011,3.6,2024-03-01
INT01155,U0093,M030,4.1,2024-01-23
INT01156,U0155,M005,3.6,2024-04-01
INT01157,U0110,M017,3.5,2024-08-05
INT01158,U0039,M029,4.2,2024-12-07
INT01159,U0176,M010,3.3,2024-02-23
INT01160,U0070,M030,3.3,2024-09-12
INT01161,U0170,M012,5.0,2024-12-30
INT01162,U0020,M026,3.2,2024-01-02
INT01163,U0039,M025,3.4,2024-07-18
INT01164,U0115,M024,3.2,2024-09-01
INT01165,U0018,M004,2.0,2024-05-22
INT01166,U0038,M003,2.8,2024-06-14
INT01167,U0033,M006,3.9,2024-09-10
INT01168,U0109,M016,3.1,2024-12-21
INT01169,U0106,M020,4.0,2024-11-30
INT01170,U0063,M013,3.1,2024-08-02
INT01171,U0141,M016,2.9,2024-10-01
INT01172,U0059,M013,3.6,2024-02-12
INT01173,U0149,M023,2.9,2024-12-21
INT01174,U0192,M008,4.3,2024-12-25
INT01175,U0023,M008,3.5,2024-01-09
INT01176,U0093,M018,4.2,2024-08-30
INT01177,U0035,M030,5.0,2024-07-03
INT01178,U0200,M027,4.9,2024-03-12
INT01179,U0076,M015,4.8,2024-08-03
INT01180,U0063,M007,5.0,2024-04-24
INT01181,U0015,M024,5.0,2024-12-26
INT01182,U0037,M013,5.0,2024-01-14
INT01183,U0179,M014,2.9,2024-12-05
INT01184,U0149,M003,4.7,2024-09-01
INT01185,U0153,M028,4.0,2024-03-13
INT01186,U0021,M008,4.2,2024-02-09
INT01187,U0004,M019,4.2,2024-04-03
INT01188,U0121,M024,3.1,2024-03-12
INT01189,U0192,M017,3.6,2024-07-29
INT01190,U0185,M011,3.2,2024-08-15
INT01191,U0166,M023,4.2,2024-01-31
INT01192,U0165,M002,3.8,2024-11-05
INT01193,U0193,M006,3.7,2024-08-04
INT01194,U0175,M029,3.8,2024-08-20
INT01195,U0142,M023,4.7,2024-09-13
INT01196,U0079,M023,2.2,2024-04-26
INT01197,U0109,M030,5.0,2024-09-24
INT01198,U0097,M005,5.0,2024-04-18
INT01199,U0103,M020,4.5,2024-10-13
INT01200,U0155,M027,4.1,2024-02-09
INT01201,U0178,M015,2.6,2024-07-26
INT01202,U0098,M006,4.0,2024-01-28
INT01203,U0096,M021,3.2,2024-02-23
INT01204,U0020,M012,4.1,2024-11-04
INT01205,U0200,M028,3.5,2024-03-24
INT01206,U0139,M004,4.3,2024-02-03
INT01207,U0055,M020,5.0,2024-04-06
INT01208,U0142,M007,3.9,2024-11-22
INT01209,U0009,M008,3.5,2024-10-16
INT01210,U0012,M019,5.0,2024-09-04
INT01211,U0012,M002,3.0,2024-01-05
INT01212,U0092,M025,5.0,2024-05-24
INT01213,U0102,M017,4.3,2024-07-01
