log_id,user_id,action,reference_id,timestamp
L00506,U0001,logout,,2024-05-08 13:00:00
L00507,U0162,rate_medicine,M016,2024-03-31 10:00:00
L00508,U0132,logout,,2024-05-25 20:00:00
L00509,U0137,rate_medicine,M009,2024-05-07 10:00:00
L00510,U0144,rate_medicine,M022,2024-09-14 09:00:00
L00511,U0029,logout,,2024-04-03 15:00:00
L00512,U0131,view_medicine,M011,2024-08-28 15:00:00
L00513,U0017,predict_disease,D003,2024-08-09 21:00:00
L00514,U0114,rate_medicine,M004,2024-06-24 20:00:00
L00515,U0200,predict_disease,D004,2024-02-25 07:00:00
L00516,U0079,view_profile,,2024-09-13 09:00:00
L00517,U0197,download_report,,2024-09-28 15:00:00
L00518,U0077,search_disease,D011,2024-11-08 06:00:00
L00519,U0041,predict_disease,D006,2024-04-08 12:00:00
L00520,U0041,predict_disease,D014,2024-11-08 21:00:00
L00521,U0133,predict_disease,D006,2024-08-30 20:00:00
L00522,U0200,login,,2024-05-17 07:00:00
L00523,U0078,rate_medicine,M016,2024-07-08 04:00:00
L00524,U0187,rate_medicine,M011,2024-06-30 23:00:00
L00525,U0116,download_report,,2024-06-06 13:00:00
L00526,U0196,login,,2024-08-01 00:00:00
L00527,U0015,login,,2024-07-28 11:00:00
L00528,U0197,predict_disease,D008,2024-05-20 00:00:00
L00529,U0054,view_profile,,2024-12-04 22:00:00
L00530,U0096,rate_medicine,M010,2024-01-13 10:00:00
L00531,U0098,login,,2024-06-15 17:00:00
L00532,U0056,view_profile,,2024-11-12 16:00:00
L00533,U0071,logout,,2024-02-24 02:00:00
L00534,U0042,view_profile,,2024-06-15 23:00:00
L00535,U0185,logout,,2024-10-30 15:00:00
L00536,U0169,view_medicine,M025,2024-07-18 22:00:00
L00537,U0064,logout,,2024-05-23 19:00:00
L00538,U0016,login,,2024-02-21 01:00:00
L00539,U0071,download_report,,2024-10-02 11:00:00
L00540,U0073,logout,,2024-02-26 15:00:00
L00541,U0192,predict_disease,D015,2024-02-07 10:00:00
L00542,U0039,login,,2024-03-18 18:00:00
L00543,U0052,rate_medicine,M019,2024-10-14 02:00:00
L00544,U0063,logout,,2024-06-16 18:00:00
L00545,U0136,rate_medicine,M018,2024-05-29 22:00:00
L00546,U0198,view_medicine,M005,2024-02-04 22:00:00
L00547,U0093,download_report,,2024-08-16 23:00:00
L00548,U0048,view_profile,,2024-06-13 14:00:00
L00549,U0118,view_profile,,2024-07-04 10:00:00
L00550,U0174,view_profile,,2024-12-26 08:00:00
L00551,U0192,rate_medicine,M020,2024-01-12 04:00:00
L00552,U0106,search_disease,D011,2024-08-06 12:00:00
L00553,U0013,logout,,2024-09-27 01:00:00
L00554,U0005,download_report,,2024-10-16 13:00:00
L00555,U0084,view_medicine,M017,2024-10-02 15:00:00
L00556,U0086,rate_medicine,M019,2024-11-20 02:00:00
L00557,U0024,search_disease,D010,2024-10-12 03:00:00
L00558,U0132,predict_disease,D013,2024-02-14 18:00:00
L00559,U0157,logout,,2024-11-28 06:00:00
L00560,U0176,search_disease,D013,2024-08-08 08:00:00
L00561,U0116,logout,,2024-03-18 20:00:00
L00562,U0019,download_report,,2024-04-03 20:00:00
L00563,U0117,download_report,,2024-09-27 22:00:00
L00564,U0006,login,,2024-07-24 18:00:00
L00565,U0160,rate_medicine,M001,2024-07-18 00:00:00
L00566,U0083,view_medicine,M008,2024-08-06 04:00:00
L00567,U0058,rate_medicine,M028,2024-10-26 21:00:00
L00568,U0137,download_report,,2024-08-22 20:00:00
L00569,U0198,view_profile,,2024-10-21 11:00:00
L00570,U0198,predict_disease,D004,2024-03-16 06:00:00
L00571,U0026,rate_medicine,M006,2024-01-14 17:00:00
L00572,U0033,view_medicine,M025,2024-10-03 11:00:00
L00573,U0081,search_disease,D006,2024-04-27 21:00:00
L00574,U0052,view_profile,,2024-06-04 05:00:00
L00575,U0070,login,,2024-04-29 06:00:00
L00576,U0007,download_report,,2024-03-11 14:00:00
L00577,U0097,search_disease,D014,2024-01-14 14:00:00
L00578,U0098,view_profile,,2024-01-26 14:00:00
L00579,U0103,logout,,2024-04-11 06:00:00
L00580,U0152,login,,2024-03-04 02:00:00
L00581,U0149,predict_disease,D009,2024-09-21 03:00:00
L00582,U0054,predict_disease,D013,2024-03-02 15:00:00
L00583,U0192,download_report,,2024-06-11 13:00:00
L00584,U0054,view_profile,,2024-02-16 16:00:00
L00585,U0123,download_report,,2024-05-10 16:00:00
L00586,U0005,search_disease,D008,2024-01-04 12:00:00
L00587,U0103,login,,2024-02-21 11:00:00
L00588,U0080,download_report,,2024-02-03 13:00:00
L00589,U0180,rate_medicine,M008,2024-02-13 20:00:00
L00590,U0121,login,,2024-01-09 08:00:00
L00591,U0012,download_report,,2024-03-13 07:00:00
L00592,U0003,predict_disease,D010,2024-03-06 16:00:00
L00593,U0178,predict_disease,D003,2024-08-28 01:00:00
L00594,U0054,view_medicine,M020,2024-12-04 09:00:00
L00595,U0159,download_report,,2024-07-31 05:00:00
L00596,U0045,login,,2024-03-30 16:00:00
L00597,U0172,predict_disease,D012,2024-04-02 11:00:00
L00598,U0042,search_disease,D013,2024-01-16 15:00:00
L00599,U0079,view_profile,,2024-07-25 20:00:00
L00600,U0068,download_report,,2024-11-14 10:00:00
L00601,U0007,view_medicine,M026,2024-06-18 00:00:00
L00602,U0009,logout,,2024-03-14 13:00:00
L00603,U0097,view_medicine,M018,2024-11-02 23:00:00
L00604,U0026,predict_disease,D003,2024-01-08 11:00:00
L00605,U0024,view_profile,,2024-08-02 02:00:00
L00606,U0119,search_disease,D008,2024-07-31 17:00:00
L00607,U0035,logout,,2024-11-04 20:00:00
L00608,U0122,view_medicine,M010,2024-08-28 08:00:00
L00609,U0169,predict_disease,D006,2024-10-03 11:00:00
L00610,U0127,search_disease,D008,2024-10-19 06:00:00
L00611,U0132,predict_disease,D004,2024-03-07 04:00:00
L00612,U0169,view_profile,,2024-02-12 23:00:00
L00613,U0104,search_disease,D012,2024-05-24 19:00:00
L00614,U0058,search_disease,D004,2024-05-08 05:00:00
L00615,U0182,rate_medicine,M011,2024-08-24 21:00:00
L00616,U0034,rate_medicine,M025,2024-06-16 13:00:00
L00617,U0170,download_report,,2024-03-15 18:00:00
L00618,U0099,view_medicine,M024,2024-11-19 01:00:00
L00619,U0047,view_profile,,2024-01-08 04:00:00
L00620,U0061,view_medicine,M027,2024-03-23 12:00:00
L00621,U0003,download_report,,2024-10-19 15:00:00
L00622,U0089,logout,,2024-04-06 20:00:00
L00623,U0116,login,,2024-04-19 14:00:00
L00624,U0113,rate_medicine,M018,2024-03-01 23:00:00
L00625,U0197,rate_medicine,M021,2024-09-20 10:00:00
L00626,U0048,download_report,,2024-05-10 10:00:00
L00627,U0198,logout,,2024-10-08 14:00:00
L00628,U0088,search_disease,D011,2024-09-22 08:00:00
L00629,U0094,search_disease,D013,2024-08-06 20:00:00
L00630,U0033,view_medicine,M018,2024-02-18 07:00:00
L00631,U0029,logout,,2024-03-02 17:00:00
L00632,U0089,rate_medicine,M005,2024-06-06 14:00:00
L00633,U0142,login,,2024-02-12 16:00:00
L00634,U0131,predict_disease,D007,2024-04-09 04:00:00
L00635,U0199,view_profile,,2024-01-09 06:00:00
L00636,U0135,download_report,,2024-11-03 04:00:00
L00637,U0137,view_medicine,M026,2024-07-04 17:00:00
L00638,U0178,view_profile,,2024-09-28 05:00:00
L00639,U0041,download_report,,2024-02-21 21:00:00
L00640,U0163,predict_disease,D011,2024-11-12 07:00:00
L00641,U0157,predict_disease,D009,2024-08-05 06:00:00
L00642,U0103,rate_medicine,M002,2024-05-31 12:00:00
L00643,U0122,login,,2024-08-27 10:00:00
L00644,U0077,predict_disease,D012,2024-01-01 02:00:00
L00645,U0143,rate_medicine,M023,2024-12-08 09:00:00
L00646,U0188,view_profile,,2024-11-09 19:00:00
L00647,U0194,search_disease,D001,2024-07-29 04:00:00
L00648,U0042,predict_disease,D008,2024-05-04 12:00:00
L00649,U0108,predict_disease,D011,2024-07-19 18:00:00
L00650,U0064,view_profile,,2024-06-28 02:00:00
L00651,U0071,view_profile,,2024-03-12 12:00:00
L00652,U0190,search_disease,D012,2024-10-26 21:00:00
L00653,U0114,predict_disease,D004,2024-03-13 21:00:00
L00654,U0084,rate_medicine,M025,2024-01-06 20:00:00
L00655,U0080,search_disease,D009,2024-09-25 03:00:00
L00656,U0060,logout,,2024-12-04 14:00:00
L00657,U0032,rate_medicine,M027,2024-10-04 23:00:00
L00658,U0040,logout,,2024-02-06 23:00:00
L00659,U0070,download_report,,2024-01-21 12:00:00
L00660,U0161,rate_medicine,M004,2024-08-26 13:00:00
L00661,U0182,predict_disease,D015,2024-12-20 15:00:00
L00662,U0134,rate_medicine,M008,2024-02-22 02:00:00
L00663,U0062,download_report,,2024-12-06 15:00:00
L00664,U0108,login,,2024-01-30 20:00:00
L00665,U0198,search_disease,D014,2024-05-23 23:00:00
L00666,U0065,rate_medicine,M029,2024-11-23 16:00:00
L00667,U0108,download_report,,2024-12-07 08:00:00
L00668,U0022,download_report,,2024-01-07 03:00:00
L00669,U0063,logout,,2024-10-26 15:00:00
L00670,U0152,view_profile,,2024-08-10 21:00:00
L00671,U0200,rate_medicine,M004,2024-12-28 15:00:00
L00672,U0156,login,,2024-09-22 21:00:00
L00673,U0011,login,,2024-11-04 03:00:00
L00674,U0025,search_disease,D010,2024-03-01 07:00:00
L00675,U0149,download_report,,2024-12-10 22:00:00
L00676,U0101,login,,2024-01-21 11:00:00
L00677,U0118,logout,,2024-10-20 16:00:00
L00678,U0161,view_medicine,M013,2024-08-09 21:00:00
L00679,U0146,view_medicine,M007,2024-04-02 00:00:00
L00680,U0026,download_report,,2024-05-29 13:00:00
L00681,U0117,view_medicine,M024,2024-05-09 11:00:00
L00682,U0091,download_report,,2024-05-07 08:00:00
L00683,U0013,logout,,2024-06-15 14:00:00
L00684,U0042,rate_medicine,M025,2024-04-17 17:00:00
L00685,U0190,download_report,,2024-07-24 11:00:00
L00686,U0128,predict_disease,D014,2024-02-15 10:00:00
L00687,U0158,download_report,,2024-10-02 23:00:00
L00688,U0082,view_profile,,2024-06-05 03:00:00
L00689,U0104,search_disease,D011,2024-06-09 19:00:00
L00690,U0164,logout,,2024-04-05 12:00:00
L00691,U0068,view_profile,,2024-12-28 15:00:00
L00692,U0087,download_report,,2024-08-12 11:00:00
L00693,U0083,predict_disease,D003,2024-01-09 03:00:00
L00694,U0149,view_profile,,2024-06-07 16:00:00
L00695,U0144,rate_medicine,M025,2024-10-02 05:00:00
L00696,U0159,login,,2024-12-22 02:00:00
L00697,U0024,view_profile,,2024-02-16 22:00:00
L00698,U0068,login,,2024-03-15 22:00:00
L00699,U0137,download_report,,2024-06-30 12:00:00
L00700,U0099,predict_disease,D015,2024-02-23 23:00:00
L00701,U0146,rate_medicine,M020,2024-02-12 10:00:00
L00702,U0114,view_profile,,2024-01-21 07:00:00
L00703,U0071,predict_disease,D011,2024-01-14 15:00:00
L00704,U0178,view_profile,,2024-04-22 07:00:00
L00705,U0113,view_profile,,2024-11-27 06:00:00
L00706,U0076,predict_disease,D001,2024-05-04 00:00:00
L00707,U0113,logout,,2024-07-31 17:00:00
L00708,U0106,view_profile,,2024-04-05 16:00:00
L00709,U0161,login,,2024-10-21 12:00:00
L00710,U0094,rate_medicine,M023,2024-05-14 13:00:00
L00711,U0094,download_report,,2024-04-30 10:00:00
L00712,U0020,download_report,,2024-12-20 04:00:00
L00713,U0180,download_report,,2024-05-06 17:00:00
L00714,U0130,predict_disease,D002,2024-12-28 15:00:00
L00715,U0027,download_report,,2024-11-05 07:00:00
L00716,U0184,download_report,,2024-12-25 20:00:00
L00717,U0120,view_profile,,2024-05-17 18:00:00
L00718,U0159,view_medicine,M015,2024-08-12 15:00:00
L00719,U0017,login,,2024-03-28 00:00:00
L00720,U0144,logout,,2024-11-28 01:00:00
L00721,U0123,download_report,,2024-12-27 04:00:00
L00722,U0091,search_disease,D011,2024-02-03 23:00:00
L00723,U0065,rate_medicine,M019,2024-01-15 22:00:00
L00724,U0111,logout,,2024-12-26 04:00:00
L00725,U0056,login,,2024-12-04 14:00:00
L00726,U0179,rate_medicine,M018,2024-12-11 09:00:00
L00727,U0060,download_report,,2024-10-18 16:00:00
L00728,U0037,login,,2024-10-03 21:00:00
L00729,U0002,download_report,,2024-11-08 01:00:00
L00730,U0151,download_report,,2024-03-02 02:00:00
L00731,U0106,search_disease,D009,2024-03-23 23:00:00
L00732,U0064,view_profile,,2024-11-03 05:00:00
L00733,U0167,predict_disease,D001,2024-09-10 23:00:00
L00734,U0023,search_disease,D006,2024-02-18 12:00:00
L00735,U0105,login,,2024-07-14 22:00:00
L00736,U0036,logout,,2024-06-24 05:00:00
L00737,U0091,search_disease,D005,2024-03-31 22:00:00
L00738,U0065,login,,2024-09-12 02:00:00
L00739,U0103,predict_disease,D005,2024-04-12 07:00:00
L00740,U0166,download_report,,2024-11-20 02:00:00
L00741,U0116,download_report,,2024-02-18 16:00:00
L00742,U0156,rate_medicine,M001,2024-02-01 17:00:00
L00743,U0096,view_medicine,M022,2024-02-18 05:00:00
L00744,U0004,view_medicine,M017,2024-01-03 10:00:00
L00745,U0079,login,,2024-01-15 18:00:00
L00746,U0018,download_report,,2024-03-29 06:00:00
L00747,U0047,logout,,2024-10-01 06:00:00
L00748,U0025,download_report,,2024-12-15 04:00:00
L00749,U0147,download_report,,2024-03-31 14:00:00
L00750,U0039,predict_disease,D009,2024-08-15 00:00:00
L00751,U0138,view_medicine,M030,2024-03-02 09:00:00
L00752,U0090,rate_medicine,M004,2024-12-15 05:00:00
L00753,U0026,predict_disease,D015,2024-09-11 06:00:00
L00754,U0087,predict_disease,D010,2024-08-20 21:00:00
L00755,U0115,login,,2024-02-29 21:00:00
L00756,U0064,search_disease,D006,2024-07-06 04:00:00
L00757,U0126,view_profile,,2024-04-06 12:00:00
L00758,U0016,view_medicine,M012,2024-09-02 21:00:00
L00759,U0134,search_disease,D014,2024-02-16 21:00:00
L00760,U0135,download_report,,2024-10-15 18:00:00
L00761,U0194,login,,2024-10-06 20:00:00
L00762,U0073,view_profile,,2024-06-13 04:00:00
L00763,U0196,logout,,2024-04-11 09:00:00
L00764,U0104,login,,2024-08-10 12:00:00
L00765,U0007,search_disease,D008,2024-09-08 03:00:00
L00766,U0144,download_report,,2024-09-04 19:00:00
L00767,U0079,login,,2024-09-11 09:00:00
L00768,U0011,view_medicine,M017,2024-04-06 02:00:00
L00769,U0151,rate_medicine,M029,2024-10-19 17:00:00
L00770,U0081,predict_disease,D011,2024-01-25 17:00:00
L00771,U0078,view_medicine,M002,2024-07-16 06:00:00
L00772,U0138,download_report,,2024-01-27 21:00:00
L00773,U0190,login,,2024-09-17 16:00:00
L00774,U0095,predict_disease,D009,2024-12-14 22:00:00
L00775,U0055,view_medicine,M030,2024-02-20 14:00:00
L00776,U0057,predict_disease,D015,2024-12-30 10:00:00
L00777,U0053,search_disease,D012,2024-09-10 06:00:00
L00778,U0098,view_medicine,M002,2024-04-15 22:00:00
L00779,U0075,search_disease,D015,2024-01-03 07:00:00
L00780,U0046,download_report,,2024-07-18 07:00:00
L00781,U0103,download_report,,2024-01-23 04:00:00
L00782,U0064,predict_disease,D010,2024-11-14 21:00:00
L00783,U0109,rate_medicine,M029,2024-12-14 18:00:00
L00784,U0168,rate_medicine,M007,2024-05-19 13:00:00
L00785,U0106,view_medicine,M014,2024-07-12 08:00:00
L00786,U0200,view_profile,,2024-09-06 08:00:00
L00787,U0178,view_medicine,M021,2024-07-21 01:00:00
L00788,U0033,logout,,2024-12-05 22:00:00
L00789,U0019,view_profile,,2024-11-22 03:00:00
L00790,U0126,search_disease,D003,2024-02-04 05:00:00
L00791,U0043,download_report,,2024-05-11 21:00:00
L00792,U0073,login,,2024-10-01 09:00:00
L00793,U0146,rate_medicine,M028,2024-05-13 03:00:00
L00794,U0052,search_disease,D007,2024-02-14 17:00:00
L00795,U0052,logout,,2024-03-06 16:00:00
L00796,U0123,view_medicine,M016,2024-02-25 03:00:00
L00797,U0010,view_profile,,2024-07-17 05:00:00
L00798,U0178,search_disease,D013,2024-02-04 07:00:00
L00799,U0158,login,,2024-07-08 14:00:00
L00800,U0153,predict_disease,D008,2024-01-22 21:00:00
L00801,U0197,view_profile,,2024-04-17 23:00:00
L00802,U0012,download_report,,2024-10-18 00:00:00
L00803,U0065,predict_disease,D006,2024-03-30 11:00:00
L00804,U0052,logout,,2024-11-25 01:00:00
L00805,U0098,login,,2024-03-19 09:00:00
L00806,U0048,search_disease,D004,2024-11-17 06:00:00
L00807,U0169,download_report,,2024-08-12 00:00:00
L00808,U0018,logout,,2024-05-05 19:00:00
L00809,U0042,rate_medicine,M018,2024-03-14 17:00:00
L00810,U0015,download_report,,2024-02-27 21:00:00
L00811,U0133,search_disease,D007,2024-09-30 00:00:00
L00812,U0083,predict_disease,D012,2024-07-08 01:00:00
L00813,U0027,predict_disease,D015,2024-12-16 07:00:00
L00814,U0001,view_medicine,M013,2024-10-15 01:00:00
L00815,U0197,login,,2024-10-17 03:00:00
L00816,U0196,view_profile,,2024-11-17 01:00:00
L00817,U0167,search_disease,D001,2024-08-31 18:00:00
L00818,U0073,login,,2024-12-17 19:00:00
L00819,U0116,login,,2024-05-01 21:00:00
L00820,U0157,logout,,2024-05-08 11:00:00
L00821,U0123,logout,,2024-03-19 14:00:00
L00822,U0058,download_report,,2024-03-14 09:00:00
L00823,U0066,predict_disease,D007,2024-03-23 11:00:00
L00824,U0077,view_medicine,M014,2024-03-14 01:00:00
L00825,U0106,logout,,2024-12-29 17:00:00
L00826,U0103,view_profile,,2024-03-05 20:00:00
L00827,U0054,download_report,,2024-07-26 13:00:00
L00828,U0118,login,,2024-08-19 14:00:00
L00829,U0119,login,,2024-07-05 10:00:00
L00830,U0171,download_report,,2024-07-23 04:00:00
L00831,U0063,view_profile,,2024-04-21 22:00:00
L00832,U0146,view_profile,,2024-04-09 23:00:00
L00833,U0119,download_report,,2024-10-07 13:00:00
L00834,U0165,download_report,,2024-06-06 06:00:00
L00835,U0037,login,,2024-08-28 03:00:00
L00836,U0077,logout,,2024-11-15 13:00:00
L00837,U0056,view_medicine,M007,2024-06-21 17:00:00
L00838,U0099,predict_disease,D011,2024-09-21 13:00:00
L00839,U0007,predict_disease,D008,2024-12-21 06:00:00
L00840,U0146,login,,2024-12-07 05:00:00
L00841,U0175,rate_medicine,M024,2024-10-15 04:00:00
L00842,U0148,login,,2024-04-11 04:00:00
L00843,U0082,login,,2024-08-27 07:00:00
L00844,U0125,predict_disease,D013,2024-06-10 19:00:00
L00845,U0025,view_medicine,M022,2024-02-03 02:00:00
L00846,U0014,view_medicine,M001,2024-06-18 02:00:00
L00847,U0092,download_report,,2024-04-13 23:00:00
L00848,U0079,predict_disease,D004,2024-02-03 11:00:00
L00849,U0150,download_report,,2024-08-16 15:00:00
L00850,U0181,download_report,,2024-03-30 09:00:00
L00851,U0144,rate_medicine,M004,2024-03-22 04:00:00
L00852,U0031,predict_disease,D007,2024-09-29 19:00:00
L00853,U0041,login,,2024-10-14 17:00:00
L00854,U0180,logout,,2024-05-23 22:00:00
L00855,U0030,view_profile,,2024-12-05 04:00:00
L00856,U0025,logout,,2024-01-21 04:00:00
L00857,U0122,login,,2024-07-13 15:00:00
L00858,U0006,predict_disease,D013,2024-10-27 22:00:00
L00859,U0113,download_report,,2024-10-26 18:00:00
L00860,U0006,predict_disease,D008,2024-09-08 21:00:00
L00861,U0087,download_report,,2024-02-13 11:00:00
L00862,U0035,search_disease,D003,2024-11-15 09:00:00
L00863,U0039,login,,2024-02-26 21:00:00
L00864,U0163,view_profile,,2024-06-13 09:00:00
L00865,U0155,search_disease,D006,2024-09-10 00:00:00
L00866,U0044,login,,2024-07-05 08:00:00
L00867,U0132,view_profile,,2024-05-23 16:00:00
L00868,U0082,view_medicine,M016,2024-03-26 01:00:00
L00869,U0180,view_profile,,2024-06-05 08:00:00
L00870,U0111,logout,,2024-06-21 01:00:00
L00871,U0195,rate_medicine,M024,2024-12-02 14:00:00
L00872,U0142,search_disease,D006,2024-01-17 04:00:00
L00873,U0147,view_medicine,M024,2024-01-10 09:00:00
L00874,U0052,login,,2024-08-28 12:00:00
L00875,U0010,login,,2024-12-21 21:00:00
L00876,U0097,rate_medicine,M023,2024-06-20 11:00:00
L00877,U0105,login,,2024-12-28 10:00:00
L00878,U0185,predict_disease,D006,2024-05-13 17:00:00
L00879,U0126,view_profile,,2024-05-24 08:00:00
L00880,U0116,search_disease,D015,2024-12-09 02:00:00
L00881,U0131,download_report,,2024-02-28 00:00:00
L00882,U0196,predict_disease,D013,2024-02-24 07:00:00
L00883,U0096,search_disease,D003,2024-02-03 04:00:00
L00884,U0200,view_profile,,2024-02-14 02:00:00
L00885,U0004,view_medicine,M024,2024-06-23 19:00:00
L00886,U0150,search_disease,D003,2024-11-16 14:00:00
L00887,U0171,download_report,,2024-02-24 19:00:00
L00888,U0181,search_disease,D001,2024-03-12 06:00:00
L00889,U0024,search_disease,D003,2024-02-16 00:00:00
L00890,U0176,login,,2024-04-29 06:00:00
L00891,U0021,view_medicine,M023,2024-07-17 10:00:00
L00892,U0122,view_profile,,2024-04-11 22:00:00
L00893,U0155,logout,,2024-12-27 05:00:00
L00894,U0074,logout,,2024-12-12 18:00:00
L00895,U0048,view_medicine,M015,2024-09-16 00:00:00
L00896,U0051,search_disease,D003,2024-05-14 04:00:00
L00897,U0180,view_profile,,2024-03-04 22:00:00
L00898,U0048,search_disease,D004,2024-06-13 07:00:00
L00899,U0163,predict_disease,D007,2024-10-30 09:00:00
L00900,U0130,login,,2024-11-23 09:00:00
L00901,U0110,view_profile,,2024-05-08 11:00:00
L00902,U0136,view_profile,,2024-01-04 20:00:00
L00903,U0194,rate_medicine,M010,2024-03-23 02:00:00
L00904,U0127,view_medicine,M003,2024-06-25 23:00:00
L00905,U0194,view_medicine,M020,2024-08-08 02:00:00
L00906,U0004,logout,,2024-12-11 02:00:00
L00907,U0151,download_report,,2024-07-04 22:00:00
L00908,U0068,search_disease,D010,2024-06-12 14:00:00
L00909,U0191,download_report,,2024-09-02 11:00:00
L00910,U0077,logout,,2024-09-07 10:00:00
L00911,U0059,view_profile,,2024-10-27 05:00:00
L00912,U0091,view_medicine,M023,2024-07-28 14:00:00
L00913,U0084,logout,,2024-07-25 14:00:00
L00914,U0116,logout,,2024-03-19 04:00:00
L00915,U0108,login,,2024-01-13 04:00:00
L00916,U0098,download_report,,2024-11-19 04:00:00
L00917,U0094,login,,2024-01-08 13:00:00
L00918,U0152,predict_disease,D003,2024-04-04 06:00:00
L00919,U0101,search_disease,D001,2024-08-29 04:00:00
L00920,U0051,rate_medicine,M011,2024-01-12 15:00:00
L00921,U0041,login,,2024-06-04 17:00:00
L00922,U0049,rate_medicine,M008,2024-09-06 19:00:00
L00923,U0111,logout,,2024-08-10 05:00:00
L00924,U0171,logout,,2024-01-31 11:00:00
L00925,U0083,search_disease,D002,2024-12-27 15:00:00
L00926,U0061,rate_medicine,M005,2024-09-22 15:00:00
L00927,U0107,view_profile,,2024-09-08 00:00:00
L00928,U0041,rate_medicine,M021,2024-06-22 20:00:00
L00929,U0159,rate_medicine,M022,2024-08-07 19:00:00
L00930,U0034,search_disease,D010,2024-09-28 09:00:00
L00931,U0186,download_report,,2024-07-10 22:00:00
L00932,U0145,predict_disease,D006,2024-08-30 02:00:00
L00933,U0095,view_medicine,M015,2024-08-01 07:00:00
L00934,U0084,view_profile,,2024-12-18 07:00:00
L00935,U0163,download_report,,2024-08-31 08:00:00
L00936,U0148,download_report,,2024-06-18 22:00:00
L00937,U0033,view_profile,,2024-06-13 20:00:00
L00938,U0182,view_profile,,2024-10-30 19:00:00
L00939,U0064,view_profile,,2024-09-07 18:00:00
L00940,U0005,logout,,2024-06-09 16:00:00
L00941,U0193,search_disease,D007,2024-03-16 19:00:00
L00942,U0021,download_report,,2024-09-27 15:00:00
L00943,U0155,logout,,2024-05-16 02:00:00
L00944,U0100,logout,,2024-04-08 08:00:00
L00945,U0200,predict_disease,D006,2024-01-31 15:00:00
L00946,U0058,view_profile,,2024-11-20 00:00:00
L00947,U0092,download_report,,2024-11-13 15:00:00
L00948,U0070,predict_disease,D013,2024-06-12 15:00:00
L00949,U0155,download_report,,2024-10-01 06:00:00
L00950,U0153,view_profile,,2024-11-05 03:00:00
L00951,U0016,rate_medicine,M024,2024-04-09 16:00:00
L00952,U0097,rate_medicine,M008,2024-08-04 22:00:00
L00953,U0067,view_medicine,M010,2024-04-14 04:00:00
L00954,U0008,rate_medicine,M001,2024-11-29 20:00:00
L00955,U0021,login,,2024-07-07 14:00:00
L00956,U0161,predict_disease,D008,2024-07-14 17:00:00
L00957,U0114,predict_disease,D010,2024-06-09 03:00:00
L00958,U0071,rate_medicine,M015,2024-04-11 22:00:00
L00959,U0073,logout,,2024-03-24 18:00:00
L00960,U0005,predict_disease,D006,2024-03-04 01:00:00
L00961,U0142,download_report,,2024-09-01 11:00:00
L00962,U0185,predict_disease,D006,2024-07-11 17:00:00
L00963,U0112,view_medicine,M021,2024-11-26 10:00:00
L00964,U0046,login,,2024-06-16 19:00:00
L00965,U0073,view_medicine,M021,2024-06-14 18:00:00
L00966,U0131,view_medicine,M029,2024-01-29 23:00:00
L00967,U0017,predict_disease,D008,2024-02-04 04:00:00
L00968,U0134,predict_disease,D002,2024-03-24 22:00:00
L00969,U0024,view_profile,,2024-07-03 11:00:00
L00970,U0021,download_report,,2024-07-30 10:00:00
L00971,U0103,search_disease,D008,2024-10-06 01:00:00
L00972,U0165,login,,2024-07-21 22:00:00
L00973,U0023,predict_disease,D009,2024-04-16 14:00:00
L00974,U0196,predict_disease,D002,2024-05-13 07:00:00
L00975,U0015,view_profile,,2024-11-26 21:00:00
L00976,U0165,view_medicine,M002,2024-12-23 07:00:00
L00977,U0011,logout,,2024-01-22 07:00:00
L00978,U0040,view_profile,,2024-03-11 16:00:00
L00979,U0083,download_report,,2024-07-17 20:00:00
L00980,U0005,login,,2024-09-18 09:00:00
L00981,U0007,logout,,2024-12-08 22:00:00
L00982,U0141,login,,2024-02-04 01:00:00
L00983,U0151,view_profile,,2024-01-19 06:00:00
L00984,U0150,view_profile,,2024-09-08 00:00:00
L00985,U0180,download_report,,2024-02-11 18:00:00
L00986,U0131,download_report,,2024-03-25 12:00:00
L00987,U0039,view_profile,,2024-10-01 00:00:00
L00988,U0143,rate_medicine,M009,2024-07-10 16:00:00
L00989,U0041,login,,2024-04-13 19:00:00
L00990,U0051,rate_medicine,M011,2024-06-16 08:00:00
L00991,U0031,login,,2024-11-29 09:00:00
L00992,U0008,logout,,2024-08-16 19:00:00
L00993,U0053,login,,2024-04-04 03:00:00
L00994,U0028,view_medicine,M013,2024-04-15 06:00:00
L00995,U0177,rate_medicine,M027,2024-12-11 06:00:00
L00996,U0119,rate_medicine,M012,2024-01-28 20:00:00
L00997,U0146,view_profile,,2024-05-09 06:00:00
L00998,U0004,view_medicine,M010,2024-04-20 05:00:00
L00999,U0053,download_report,,2024-09-12 23:00:00
L01000,U0185,login,,2024-06-16 14:00:00
L01001,U0155,login,,2024-03-25 15:00:00
L01002,U0144,logout,,2024-11-01 09:00:00
L01003,U0020,view_profile,,2024-11-11 03:00:00
L01004,U0008,view_medicine,M028,2024-11-13 01:00:00
L01005,U0001,view_medicine,M009,2024-06-04 14:00:00
L01006,U0187,login,,2024-10-17 05:00:00
L01007,U0095,search_disease,D001,2024-04-20 20:00:00
L01008,U0109,view_profile,,2024-07-09 02:00:00
L01009,U0168,rate_medicine,M014,2024-01-12 09:00:00
L01010,U0031,view_medicine,M029,2024-06-03 04:00:00
L01011,U0053,rate_medicine,M015,2024-03-02 20:00:00
